Tipo di attività,Data,Preferita,Titolo,Distanza,Calorie,Tempo,FC Media,FC max,TE attività aerobica,Cadenza di corsa media,Cadenza di corsa max,Passo medio,Passo migliore,G. quota,Perdita quota,Lunghezza media passo,Media rapporto verticale,Media oscillazione verticale,Tempo medio di contatto con il suolo,Media bilanciamento TCS,Cadenza di corsa media,Cadenza di corsa max,Normalized Power® (NP®),Training Stress Score®,Potenza media massima (20 min),Potenza media,Potenza max,Grit,Flow,Totale bracciate,Swolf medio,Frequenza media vogate,Tempo sul fondale,Temperatura min,Intervallo di superficie,Decompressione,Tempo Lap migliore,Numero di Lap,Temperatura max
Corsa,2019-09-29 15:32:29,false,"Gazzaniga Corsa","7.18","575","00:36:40","170","193","4.5","154","166","5:07","3:56","223","225","1.27","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","25.0","0:00","No","01:03.51","8","0.0"
Corsa,2019-09-28 11:14:53,false,"Gazzaniga Corsa","6.27","474","00:30:13","171","192","4.2","155","170","4:49","3:21","134","131","1.34","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","25.0","0:00","No","01:15.97","7","0.0"
Corsa,2019-09-23 17:53:06,false,"Bergamo Corsa","5.44","383","00:25:19","167","192","3.7","151","172","4:39","3:56","90","95","1.42","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","24.0","0:00","No","01:55.11","6","0.0"
Corsa,2019-09-22 11:00:02,false,"Gazzaniga Corsa","5.56","416","00:26:59","171","191","4.1","150","168","4:51","3:33","133","135","1.37","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","21.0","0:00","No","02:41.85","6","0.0"
Yoga,2019-09-19 13:00:51,false,"Yoga","0.00","152","00:46:56","79","124","0.3","--","--","--","--","--","--","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","29.0","0:00","No","00:00.00","1","0.0"
Corsa,2019-09-18 18:22:17,false,"Bergamo Corsa","6.01","451","00:29:29","169","183","3.9","154","163","4:54","3:45","12","19","1.32","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","27.0","0:00","No","00:03.39","7","0.0"
Corsa,2019-09-16 18:23:12,false,"Bergamo Corsa","5.08","353","00:21:55","176","195","4.2","153","170","4:19","3:48","9","13","1.52","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","28.0","0:00","No","00:23.07","6","0.0"
Corsa,2019-09-14 08:03:22,false,"Gazzaniga Corsa","4.15","286","00:18:52","164","198","3.8","157","170","4:33","3:37","126","133","1.40","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","22.0","0:00","No","00:50.60","5","0.0"
Corsa,2019-09-10 18:15:41,false,"Bergamo Corsa","5.41","462","00:31:16","163","187","3.8","153","163","5:47","4:25","97","95","1.13","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","26.0","0:00","No","02:15.42","6","0.0"
Corsa,2019-09-03 18:57:25,false,"Bergamo Corsa","5.43","419","00:25:39","175","194","4.5","153","164","4:43","4:04","86","95","1.38","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","28.0","0:00","No","01:55.60","6","0.0"
Corsa,2019-09-01 10:52:55,false,"Gazzaniga Corsa","3.64","371","00:23:36","169","192","4.0","151","204","6:29","3:59","189","200","1.02","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","30.0","0:00","No","03:33.78","4","0.0"
Corsa,2019-08-29 18:13:25,false,"Bergamo Corsa","3.81","303","00:19:16","170","189","3.5","152","170","5:03","4:08","84","69","1.30","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","31.0","0:00","No","03:57.94","4","0.0"
Ciclismo,2019-08-24 13:54:31,false,"Gazzaniga Ciclismo","49.41","1,610","02:12:58","153","182","4.2","--","--","22.3","54.7","1,027","1,027","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","28.0","0:00","No","07:09.88","11","0.0"
Corsa,2019-08-14 16:00:55,false,"Gazzaniga Corsa","5.26","447","00:47:06","121","183","2.4","112","243","8:57","4:55","278","275","1.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","30.0","0:00","No","02:11.93","6","0.0"
Escursionismo,2019-08-13 15:52:06,false,"Valbondione Escursionismo","2.94","486","00:47:16","125","179","3.1","73","248","16:06","5:19","3","933","0.85","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","22.0","0:00","No","00:00.00","1","0.0"
Escursionismo,2019-08-13 08:05:25,false,"Valbondione Escursionismo","11.15","1,787","04:58:53","109","168","2.8","48","250","26:48","0:51","838","1,263","0.79","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","12.0","0:00","No","01:23:40.01","2","0.0"
Escursionismo,2019-08-12 07:51:29,false,"Carona Escursionismo","11.10","1,883","03:21:55","130","189","3.8","78","243","18:11","6:33","1,018","757","0.70","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","19.0","0:00","No","00:00.00","1","0.0"
Escursionismo,2019-08-11 07:28:52,false,"Ardesio Escursionismo","20.66","2,427","05:22:24","118","182","2.9","89","211","15:36","4:36","1,491","641","0.72","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","25.0","0:00","No","00:00.00","1","0.0"
Escursionismo,2019-08-04 15:09:40,false,"Gazzaniga Escursionismo","7.87","1,027","01:18:19","160","195","5.0","108","250","9:57","4:21","636","632","0.94","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","27.0","0:00","No","00:00.00","1","0.0"
Ciclismo,2019-08-03 15:31:38,false,"Gazzaniga Ciclismo","48.04","1,505","01:54:16","150","199","5.0","--","--","25.2","54.8","598","506","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","28.0","0:00","No","09:32.44","10","0.0"
Ciclismo,2019-07-30 19:38:21,false,"Gazzaniga Ciclismo","21.01","470","00:44:18","135","162","2.3","--","--","28.5","57.3","24","419","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","29.0","0:00","No","02:22.86","5","0.0"
Ciclismo,2019-07-30 17:49:06,false,"Bergamo Ciclismo","24.53","987","01:02:23","166","190","5.0","--","--","23.6","43.9","435","25","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","30.0","0:00","No","09:08.95","5","0.0"
Cardio,2019-07-22 19:59:57,false,"Cardio","0.00","104","00:22:12","89","120","0.2","--","--","--","--","--","--","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","33.0","0:00","No","00:00.00","1","0.0"
Ciclismo,2019-07-20 15:10:35,false,"Gazzaniga Ciclismo","37.54","1,572","01:56:38","161","193","4.6","--","--","19.3","58.5","998","1,004","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","29.0","0:00","No","00:01.07","12","0.0"
Ciclismo,2019-07-16 19:48:26,false,"Gazzaniga Ciclismo","22.72","530","00:41:30","143","176","3.0","--","--","32.8","56.2","29","453","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","26.0","0:00","No","05:43.44","5","0.0"
Ciclismo,2019-07-16 17:55:25,false,"Bergamo Ciclismo","24.32","956","00:58:19","169","193","5.0","--","--","25.0","41.8","447","27","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","28.0","0:00","No","09:48.47","5","0.0"
Ciclismo,2019-07-12 07:11:45,false,"Gazzaniga Ciclismo","22.42","486","00:39:18","140","171","3.1","--","--","34.2","54.8","35","468","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","22.0","0:00","No","05:11.63","5","0.0"
Ciclismo,2016-06-02 15:08:02,false,"Torre Boldone Ciclismo","29.19","752","01:25:42","--","--","--","--","--","20.4","51.3","612","191","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2016-06-02 14:25:08,false,"Orezzo Ciclismo","12.50","393","00:27:01","--","--","--","--","--","27.8","56.0","43","469","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2016-05-08 07:43:15,false,"Orezzo Ciclismo","100.01","3,606","03:03:01","--","--","--","--","--","32.8","56.3","252","788","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2016-05-03 16:25:08,false,"Orezzo Ciclismo","38.40","1,229","01:20:32","--","--","--","--","--","28.6","56.7","346","675","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2016-05-02 08:28:37,false,"Orezzo Ciclismo","173.34","4,892","07:26:10","--","--","--","--","--","23.3","66.5","1,411","1,447","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2016-04-29 13:42:02,false,"Orezzo Ciclismo","81.25","2,257","03:31:44","--","--","--","--","--","23.0","55.8","722","731","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2016-04-29 08:58:22,false,"Orezzo Ciclismo","84.27","2,775","03:00:35","--","--","--","--","--","28.0","58.3","1,075","1,097","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2016-04-25 12:23:49,false,"Orezzo Ciclismo","133.64","4,015","05:21:34","--","--","--","--","--","24.9","62.6","2,014","2,014","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2016-04-22 07:46:00,false,"Orezzo Ciclismo","115.14","3,648","04:21:39","--","--","--","--","--","26.4","63.7","2,365","2,381","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2016-04-21 13:49:11,false,"Ciclismo","48.12","1,335","02:13:55","--","--","--","--","--","21.6","56.4","672","673","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2016-04-18 13:42:48,false,"Orezzo Ciclismo","74.68","2,437","02:48:57","--","--","--","--","--","26.5","58.7","782","776","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2016-04-12 15:42:40,false,"Orezzo Ciclismo","0.00","--","00:00:01.5","--","--","--","--","--","0.1","--","--","--","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2016-04-12 13:39:52,false,"Orezzo Ciclismo","33.79","859","01:57:56","--","--","--","--","--","17.2","52.5","1,021","1,023","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2016-04-11 12:44:11,false,"Orezzo Ciclismo","74.96","2,144","03:15:49","--","--","--","--","--","23.0","54.5","783","790","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2016-04-04 11:32:39,false,"Orezzo Ciclismo","71.28","2,033","03:00:59","--","--","--","--","--","23.6","58.8","778","795","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2016-03-23 14:31:15,false,"Orezzo Ciclismo","46.33","1,307","02:06:54","--","--","--","--","--","21.9","55.5","676","668","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2016-03-18 13:23:09,false,"Orezzo Ciclismo","74.11","2,113","03:16:29","--","--","--","--","--","22.6","53.6","774","786","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2016-03-14 13:17:33,false,"Orezzo Ciclismo","76.25","2,204","03:18:28","--","--","--","--","--","23.1","54.0","741","755","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2016-03-02 11:12:37,false,"Orezzo Ciclismo","78.24","2,162","03:36:31","--","--","--","--","--","21.7","52.6","775","777","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2016-02-24 13:39:20,false,"Orezzo Ciclismo","49.00","1,343","02:20:21","--","--","--","--","--","20.9","53.9","671","677","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2016-02-19 13:55:12,false,"Orezzo Ciclismo","48.98","1,327","02:22:52","--","--","--","--","--","20.6","53.7","680","696","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2016-02-18 13:50:52,false,"Orezzo Ciclismo","49.02","1,335","02:20:42","--","--","--","--","--","20.9","54.4","683","685","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2016-02-04 13:53:52,false,"Cene Ciclismo","25.42","726","01:06:24","--","--","--","--","--","23.0","54.0","201","267","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2016-02-01 09:52:58,false,"Orezzo Ciclismo","62.78","1,799","02:52:32","--","--","--","--","--","21.8","54.1","734","752","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2015-12-01 09:51:03,false,"Gazzaniga Ciclismo","81.32","2,723","02:49:37","--","--","--","--","--","28.8","53.4","1,045","1,025","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2015-11-26 10:13:01,false,"Gazzaniga Ciclismo","93.93","3,153","03:13:26","--","--","--","--","--","29.1","69.1","1,030","1,035","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2015-11-14 10:03:28,false,"Orezzo Ciclismo","25.00","708","01:02:00","--","--","--","--","--","24.2","48.9","139","455","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2015-11-12 09:28:12,false,"Orezzo Ciclismo","43.09","1,091","02:27:54","--","--","--","--","--","17.5","52.3","1,323","1,327","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2015-10-20 14:26:54,false,"Orezzo Ciclismo","42.86","1,343","01:33:44","--","--","--","--","--","27.4","54.5","439","680","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2015-10-11 09:22:29,false,"Casazza Ciclismo","17.02","637","00:31:18","--","--","--","--","--","32.6","41.0","78","76","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2015-10-08 14:38:25,false,"Orezzo Ciclismo","44.12","1,206","02:02:03","--","--","--","--","--","21.7","60.0","440","564","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2015-10-07 14:59:33,false,"Ponteranica Ciclismo","65.66","2,010","02:30:15","--","--","--","--","--","26.2","45.3","985","988","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2015-10-03 11:48:50,false,"Oggiono Ciclismo","114.79","3,492","02:57:30","--","--","--","--","--","38.8","71.5","1,773","1,280","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2015-10-01 09:59:00,false,"Orezzo Ciclismo","30.31","752","01:53:30","--","--","--","--","--","16.0","55.1","1,482","1,481","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2015-09-30 13:23:55,false,"Orezzo Ciclismo","60.61","1,796","02:22:00","--","--","--","--","--","25.6","56.4","1,078","1,089","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2015-09-29 13:23:34,false,"Orezzo Ciclismo","75.57","2,211","03:06:41","--","--","--","--","--","24.3","64.9","1,763","1,735","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2015-09-27 11:49:29,false,"Gaggiano Ciclismo","206.64","6,646","04:50:56","--","--","--","--","--","42.6","71.6","1,858","1,970","0.00","0.0","0.0","--","--","95","124","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2015-09-25 08:04:13,false,"Montalto Di Castro Ciclismo","30.97","927","01:08:19","--","--","--","--","--","27.2","41.7","99","103","0.00","0.0","0.0","--","--","94","112","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2015-09-24 14:57:25,false,"Grosseto Ciclismo","57.88","1,741","02:14:07","--","--","--","--","--","25.9","56.3","688","687","0.00","0.0","0.0","--","--","85","112","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2015-09-24 08:18:47,false,"Riparbella Ciclismo","104.88","3,169","03:42:14","--","--","--","--","--","28.3","51.6","406","621","0.00","0.0","0.0","--","--","94","112","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2015-09-23 08:16:24,false,"Ravarano Ciclismo","177.50","5,408","06:34:03","--","--","--","--","--","27.0","57.2","1,403","2,036","0.00","0.0","0.0","--","--","92","116","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2015-09-20 10:05:06,false,"Orezzo Ciclismo","85.30","2,836","02:58:43","--","--","--","--","--","28.6","65.8","1,156","1,167","0.00","0.0","0.0","--","--","90","126","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2015-09-03 09:19:07,false,"Orezzo Ciclismo","88.22","2,579","03:39:44","--","--","--","--","--","24.1","65.5","2,373","2,373","0.00","0.0","0.0","--","--","82","121","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2015-09-01 13:54:30,false,"Sommacampagna Ciclismo","128.41","3,903","03:00:28","--","--","--","--","--","42.7","71.2","1,301","1,300","0.00","0.0","0.0","--","--","96","233","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2015-08-30 09:54:59,false,"Pessano Con Bornago Ciclismo","133.23","4,239","03:23:07","--","--","--","--","--","39.4","66.2","1,070","488","0.00","0.0","0.0","--","--","94","133","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2015-08-29 13:06:35,false,"Orezzo Ciclismo","0.00","--","00:00:02.9","--","--","--","--","--","0.5","--","--","--","0.00","0.0","0.0","--","--","70","72","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
Ciclismo,2015-08-27 09:34:33,false,"Fiorano Al Serio Ciclismo","33.03","1,031","01:10:56","--","--","--","--","--","27.9","58.9","317","318","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0"
